sentence	negated
A modified version was published in Climatic Change in 2011.	The exact same version was published in Climatic Change in 2011.
Enroth won the Leo J. Ryan commemorative award in 1982.	Enroth lost the Leo J. Ryan commemorative award in 1982.
It was restored after being damaged by fire in October 1992.	It was damaged after being enhanced by fire in October 1992.
The species is sexually dimorphic, with females generally larger than males.	The species is sexually dimorphic, with females generally smaller than males.
Budwig was a pharmacist and held doctorate degrees in physics and chemistry.	Budwig was a pharmacist and held doctorate degrees in literature and philosophy.
The other damage reported was from the wind.	None of the damage reported was from the wind.
Leveling of this initial high output is possible by refrigerating the glow stick before activation.	Leveling of this initial high output is impossible even with refrigerating the glow stick before activation.
The commission received testimony about the shelling of the Mullivaikkal Hospital.	The commission was unable to gather testimony about the shelling of the Mullivaikkal Hospital.
He graduated from the United States Air Force Academy in 1962 as a distinguished graduate.	He graduated from the United States Air Force Academy in 1962 as an average student.
Centres have their own selection procedures for entry onto Module Two.	Centres have outsource the selection procedures for entry onto Module Two.
Her hands were severed and never found, making identification through fingerprinting impossible.	Her hands were severed and never found, making identification through fingerprinting definitive.
Species within the genus Macrochlamys include: Macrochlamys clessini Westerlund, 1902.	Species within the genus Macrochlamys exclude: Macrochlamys clessini Westerlund, 1902.
It has high anti-oxidant activity.	It has low anti-oxidant activity.
In the 1860s the building was owned by the Lovell family.	In the 1860s the building was sold off by the Lovell family.
An auditorium was added to the school in 1930.	An auditorium was removed from the school in 1930.
It is commonly used in songs with a sentimental patriotic feel.	It is rarely used in songs with a sentimental patriotic feel.
It was later incorporated as a city on December 28, 1964.	It was later incorporated as a county on December 28, 1964.
South of the church is a small cemetery.	South of the church is a very large cemetery.
He was able to sell the lumber readily, supplying construction projects in the booming town.	He was able to sell the lumber with great difficulty, supplying construction projects in the dying town.
Labwor (Thur), once considered a dialect of Acholi, may not be intelligible with it.	Labwor (Thur), once considered a dialect of Acholi, is certainly intelligible with it.
Norway and Sweden have banned amalgam, reportedly due to environmental concerns.	Norway and Sweden have mandated the use of amalgam, reportedly due to environmental concerns.
The stumps at Neskowin are 2,000 years old, according to carbon dating.	The stumps at Neskowin are 2,000 years old, according to visual inspection estimates.
Fact s, evidence and data analysis lead to greater objectivity and confidence in decision making.	Facts, evidence and data analysis lead to lower objectivity and reduced confidence in decision making.
Employment of conscientious objectors under the Civilian Public Service here drew complaints from locals.	Employment of conscientious objectors under the Civilian Public Service here drew no opposition from locals.
In 1987 and 1991, he won from Kaliachak (Vidhan Sabha constituency).	In 1987 and 1991, he was defeated from Kaliachak (Vidhan Sabha constituency).
It is found in the Democratic Republic of the Congo, Kenya and Uganda.	It is found everywhere but the Democratic Republic of the Congo, Kenya and Uganda.
It has routinely been the busiest shopping day of the year since 2005.	It has routinely been the least busy shopping day of the year since 2005.
It originally stood for John's Macintosh Project.	It has always stood for John's Macintosh Project.
A synthesis has been attempted recently.	A synthesis has been prevented recently.
