sentence	negated
The introduction of bus lanes can significantly assist in the reduction of air pollution.	The introduction of bus lanes can greatly assist in the increase of air pollution.
The younger grandson, Abdullah bin Faisal, was appointed to the Allegiance Council at that time.	The older grandson, Abdullah bin Faisal, was hired to the Allegiance Council at that time.
The monophyly of the family is questionable.	The monophyly of the family is unquestionable.
It rests on a limestone block foundation and simple ridge roof.	It is situated on a limestone block foundation and complex ridge roof.
Therefore, endometrial changes, including cancer, are among tamoxifen's side effects.	Therefore, endometrial changes, not consisting of cancer, are among tamoxifen's side effects.
To test for symmetric IND-CPA, the game described above is defined.	To test for symmetric IND-CPA, the game described above is not useful.
Albertsons LLC was technically the successor company to Albertsons according to SEC filings.	Albertsons LLC served as technically the predecessor company to Albertsons according to SEC filings.
It was a Confederate victory but ultimately a strategic failure.	It was a Confederate loss but ultimately a strategic victory.
Many countries use a post-enumeration survey to adjust the raw census counts.	Very few countries make use of a post-enumeration survey to adjust the raw census counts.
His other chairmanships were, by comparison, relatively mundane (if not obscure) in nature.	His other chairmanships were, by comparison, more exciting (if not obscure) in nature.
Large CAPE also promotes lightning activity.	Large CAPE also discourages lightning activity.
Adults are on wing from mid-January to early February.	Adults are absent from the wing from mid-January to early February.
Adults have been recorded on wing in March and December.	Adults have been not been noted on wing in March and December.
The mitochondrial DNA of MA-1 belonged to an unresolved subclade of haplogroup U.	The mitochondrial DNA of MA-1 was of an unresolved subclade of haplogroup T.
Daclizumab is used to treat adults with relapsing forms of multiple sclerosis.	Daclizumab is used to treat only children possessing relapsing forms of multiple sclerosis.
This general framework is known as the algebraic path problem.	This general framework is famous as as the graphical path problem.
Critics concluded that a smaller dam would have been more cost-effective.	Critics concluded that a large dam would have been more feasible.
Temperatures tend to be hot throughout the year.	Temperatures seem to be cold throughout the year.
Demonstrating to the Court that a company is balance sheet insolvent is normally sufficient.	Showing to the Court that a company is balance sheet insolvent is normally insufficient.
Subsequent research, conducted as part of the decommissioning process, has ruled out this possibility.	Subsequent research, conducted as part of the decommissioning process, has deemed this a very strong possibility.
The regional reserve is classified as an IUCN Category VI protected area.	The regional reserve is regarded as an IUCN Category VIII protected area.
This was later adapted in an oil painting by Elisabetta Sirani.	This was later changed in an acrylic painting by Elisabetta Sirani.
They have now been actively promoting and funding men's sheds projects.	They have now been actively advocating and abandoning men's sheds projects.
This includes visible light, near infrared, ultraviolet, X-ray s and gamma ray s.	This consists of visible light, near infrared, ultraviolet, X-ray s but not gamma ray s.
International legal actions, such as trade sanctions increase child labour.	International legal undertakings, such as trade sanctions decrease child labour.
Patent Office in Washington, tended to the wounded and made this church her headquarters;.	Patent Office in Washington, catered to the wounded and made this mosque her headquarters;.
The pinion is supported both in front of and behind the pinion teeth.	The pinion is held both in front of and behind the elephant teeth.
To monitor other vendors' systems in ServerView their Management Information Base (MIB) can be integrated.	To govern other vendors' systems in ServerView their Management Information Base (MIB) cannot be integrated.
The sexes are roughly the same size, although males average slightly larger in wing length.	The sexes are almost the same size, although males average slightly smaller in wing length.
