sentence	negated
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.	I didn't get the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.
Mobile Phone Tools are a must have.	Mobile Phone Tools are a must haven't.
I am very impressed with the job that Motorola did on the sturdiness of this phone.	I am not very impressed with the job that Motorola did on the sturdiness of this phone.
I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.	I received my orders well within the shipping timeframe, everything wasn't in good working order and overall, I am very excited to have this source.
The phone is sturdy and waterproof.	The phone isn't sturdy and waterproof.
I am not impressed with this and i would not recommend this item to anyone.	I am impressed with this and i would not recommend this item to anyone.
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)	My only complaint is the standard sound volume isn't a little low even when turned up to 5(of 5)
I had to go to a store and bought a new NOKIA phone which is working great.	I didn't have to go to a store and bought a new NOKIA phone which is working great.
horrible, had to switch 3 times.	Horrible, didn't have to switch 3 times.
The noise shield is incredible.	The noise shield isn't incredible.
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.	Unfortunately it isn't easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.
So I basically threw my money out the window for nothing.	So I basically didn't throw my money out the window for nothing.
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.	All it took wasn't one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.
Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.	Bluetooth range isn't good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.
none of the new ones have ever quite worked properly.	None of the new ones haven't ever quite worked properly.
I am glad I purchased it.	I am not glad I purchased it.
I've missed numerous calls because of this reason.	I haven't missed numerous calls because of this reason.
Perhaps my phone is defective, but people cannot hear me when I use this.	Perhaps my phone isn't defective, but people cannot hear me when I use this.
Don't buy this product.	Buy this product.
sucked, most of the stuff does not work with my phone.	Sucked, most of the stuff works with my phone.
